Dates,A UN Equity,AAL UW Equity,AAP UN Equity,AAPL UW Equity,ABBV UN Equity,ABC UN Equity,ABT UN Equity,ACGL UW Equity,ACN UN Equity,ADBE UW Equity
2017-12-29,66.97,52.03,99.69,42.308,96.71,91.82,57.07,30.2567,153.09,175.24
2018-01-01,66.97,52.03,99.69,42.308,96.71,91.82,57.07,30.2567,153.09,175.24
2018-01-02,67.6,52.99,106.09,43.065,98.41,94.04,58.79,29.4333,153.84,177.7
2018-01-03,69.32,52.34,107.05,43.058,99.95,94.39,58.92,29.46,154.55,181.04
2018-01-04,68.8,52.67,111.0,43.258,99.38,94.18,58.82,29.57,156.38,183.22
2018-01-05,69.9,52.65,112.18,43.75,101.11,95.32,58.99,29.4533,157.67,185.34
2018-01-08,70.05,52.13,111.39,43.588,99.49,96.9,58.82,29.4567,158.93,185.04
2018-01-09,71.77,52.08,110.49,43.583,100.24,97.52,58.92,29.0767,159.46,186.7
2018-01-10,70.79,53.78,110.59,43.573,99.69,97.21,58.83,28.9167,158.9,187.11
2018-01-11,70.8,56.42,112.95,43.82,99.27,98.14,58.95,29.6233,159.11,188.92
2018-01-12,71.73,58.47,115.94,44.273,100.34,99.0,58.84,30.23,160.11,195.05
2018-01-15,71.73,58.47,115.94,44.273,100.34,99.0,58.84,30.23,160.11,195.05
2018-01-16,71.23,57.98,113.9,44.048,102.49,99.55,58.44,30.46,157.96,192.46
2018-01-17,72.06,58.16,115.35,44.775,104.36,101.3,58.99,30.33,160.21,196.49
2018-01-18,72.19,58.34,115.53,44.815,103.81,100.86,59.07,29.9733,160.94,196.2
2018-01-19,73.07,58.06,117.02,44.615,104.64,100.06,59.31,30.3833,161.75,195.73
2018-01-22,73.48,58.1,118.03,44.25,106.49,102.66,59.57,30.9167,161.43,197.84
2018-01-23,73.44,58.29,119.1,44.26,105.38,102.81,59.23,31.1267,160.88,200.09
2018-01-24,73.58,54.79,120.99,43.555,105.51,104.62,61.72,31.1367,160.6,197.78
2018-01-25,73.86,53.05,120.92,42.778,108.3,104.37,63.22,30.79,160.79,197.51
2018-01-26,74.82,53.07,123.64,42.878,123.21,105.48,63.42,30.7,162.55,201.3
2018-01-29,74.53,52.68,122.89,41.99,122.31,105.09,63.31,30.4333,161.19,198.23
2018-01-30,72.99,52.59,119.27,41.743,115.88,102.46,62.44,30.2833,159.7,196.9
2018-01-31,73.43,54.32,116.99,41.858,112.22,99.67,62.16,30.3133,160.7,199.76
2018-02-01,72.83,53.88,117.29,41.945,116.34,99.29,62.18,30.4133,160.46,199.38
2018-02-02,71.25,52.1,113.93,40.125,115.17,96.02,61.69,30.3167,156.9,195.64
2018-02-05,68.22,49.76,109.86,39.123,109.51,91.9,58.73,29.2,151.83,190.27
2018-02-06,68.45,51.18,112.2,40.758,111.2,91.54,58.86,28.95,154.69,194.47
2018-02-07,68.06,51.4,109.93,39.885,113.62,94.22,58.67,29.3267,155.15,192.34
2018-02-08,65.05,48.6,109.63,38.788,108.48,91.55,56.27,28.67,150.51,185.16
2018-02-09,66.98,48.36,109.14,39.103,111.3,89.19,57.17,28.96,153.84,187.99
2018-02-12,68.43,50.09,109.48,40.678,111.93,89.45,57.41,28.97,154.95,192.15
2018-02-13,68.34,50.87,106.22,41.085,111.86,97.77,57.64,29.14,156.84,193.48
2018-02-14,69.7,51.07,109.02,41.843,113.08,96.4,58.28,30.0133,159.79,197.13
2018-02-15,72.02,51.67,108.78,43.248,114.9,97.6,59.5,29.95,161.06,202.97
2018-02-16,71.97,51.58,107.57,43.108,118.6,99.4,60.17,29.9533,162.66,201.56
2018-02-19,71.97,51.58,107.57,43.108,118.6,99.4,60.17,29.9533,162.66,201.56
2018-02-20,71.08,51.72,105.35,42.963,117.98,99.94,59.12,29.57,161.44,202.98
2018-02-21,71.25,52.78,114.0,42.768,117.91,98.57,58.99,29.6067,160.46,202.09
2018-02-22,70.68,52.98,110.49,43.125,117.56,97.12,58.99,29.3133,160.32,202.61
2018-02-23,70.7,53.39,116.32,43.875,118.75,98.42,59.71,29.3267,162.95,209.74
2018-02-26,70.58,55.0,114.85,44.743,121.54,100.58,60.53,29.53,164.74,212.15
2018-02-27,69.0,54.26,109.8,44.598,118.26,97.64,60.55,29.68,162.55,208.82
2018-02-28,68.59,54.25,114.25,44.53,115.83,95.16,60.33,29.4133,161.01,209.13
2018-03-01,67.38,53.48,117.51,43.75,113.84,93.3,58.79,28.75,156.15,206.03
2018-03-02,67.51,53.18,116.07,44.053,115.04,93.96,59.46,28.7133,157.5,209.79
2018-03-05,67.55,53.19,116.36,44.205,115.66,94.9,60.37,29.7133,158.85,211.16
2018-03-06,68.11,53.57,118.59,44.168,114.56,94.7,60.88,30.0167,158.03,212.01
2018-03-07,69.7,54.11,116.77,43.758,114.72,95.6,61.29,29.8867,158.55,216.86
2018-03-08,69.85,54.79,115.75,44.235,117.01,96.24,61.87,29.5733,158.5,216.4
2018-03-09,71.13,56.07,118.86,44.995,119.29,99.0,63.6,29.3567,161.51,221.11
2018-03-12,70.71,56.5,118.41,45.43,118.3,100.29,63.62,28.3833,161.69,220.94
2018-03-13,70.68,56.23,119.0,44.993,119.75,100.6,63.2,28.4767,162.49,219.76
2018-03-14,69.92,55.28,117.06,44.61,118.94,98.58,62.86,28.1367,161.0,218.44
2018-03-15,70.18,55.17,117.1,44.663,114.93,97.36,62.59,28.09,162.86,218.87
2018-03-16,69.9,55.4,116.63,44.505,113.71,96.61,63.18,28.3467,160.89,225.55
2018-03-19,69.34,54.62,115.87,43.825,112.03,93.0,62.26,28.4667,160.62,222.18
2018-03-20,69.85,55.32,114.25,43.81,112.65,89.19,62.65,28.6467,162.88,229.75
2018-03-21,69.4,54.09,115.24,42.818,112.45,89.5,62.42,28.6067,162.03,226.85
2018-03-22,67.47,52.31,111.71,42.213,98.1,85.0,60.93,28.12,150.23,220.52
2018-03-23,66.06,51.01,110.84,41.235,97.46,84.03,59.5,27.8033,147.35,215.02
2018-03-26,68.2,51.86,114.77,43.193,95.28,84.95,61.07,28.0967,152.85,228.91
2018-03-27,67.0,50.9,115.01,42.085,92.01,84.01,60.28,28.1567,148.86,213.8
2018-03-28,66.4,50.85,115.98,41.62,94.27,85.11,59.23,28.6,147.41,212.54
2018-03-29,66.9,51.96,118.55,41.945,94.65,86.21,59.92,28.53,153.5,216.08
2018-03-30,66.9,51.96,118.55,41.945,94.65,86.21,59.92,28.53,153.5,216.08
2018-04-02,64.43,49.78,111.93,41.67,91.46,82.67,58.21,28.4,147.98,212.28
2018-04-03,65.42,51.47,111.91,42.098,90.59,83.93,59.0,28.6667,148.79,215.93
2018-04-04,65.45,52.04,114.48,42.903,92.94,86.25,59.46,28.84,149.97,225.05
2018-04-05,65.68,52.14,116.39,43.2,92.21,87.38,59.86,28.8,151.57,223.54
2018-04-06,63.65,50.29,111.91,42.095,89.78,85.41,57.57,28.47,147.38,218.61
2018-04-09,65.19,49.82,110.35,42.513,90.48,86.79,58.22,26.79,148.25,219.17
2018-04-10,66.64,47.46,112.14,43.313,93.62,88.91,59.14,26.2567,152.05,224.53
2018-04-11,66.08,45.4,110.93,43.11,93.64,89.09,58.45,26.5967,148.4,223.63
2018-04-12,67.2,46.57,110.57,43.535,92.12,88.19,58.83,26.9833,150.09,226.96
2018-04-13,67.21,45.87,106.61,43.683,91.83,86.82,58.49,26.9733,150.13,224.06
2018-04-16,68.17,46.4,106.45,43.955,92.6,88.77,59.27,27.38,151.42,226.52
2018-04-17,68.44,45.75,108.2,44.56,93.59,91.04,59.8,27.23,154.24,231.16
2018-04-18,69.55,47.76,107.39,44.46,94.32,92.75,59.52,26.83,155.52,231.1
2018-04-19,67.97,46.88,105.18,43.2,93.01,91.69,59.88,26.86,154.59,227.62
2018-04-20,67.55,46.78,103.76,41.43,92.6,89.87,59.19,27.0167,152.41,225.24
2018-04-23,68.07,46.68,105.52,41.31,93.17,90.74,58.84,27.04,153.04,225.3
2018-04-24,66.64,45.69,106.93,40.735,91.36,90.14,58.31,26.9533,151.07,217.89
2018-04-25,65.8,45.25,107.82,40.913,91.87,91.43,58.65,26.8733,150.09,217.32
2018-04-26,66.37,42.37,113.18,41.055,97.44,92.08,59.5,27.11,152.29,221.91
2018-04-27,66.28,43.4,116.34,40.58,98.73,93.07,59.56,27.2267,152.39,221.9
2018-04-30,65.74,42.93,114.45,41.315,96.55,90.58,58.13,26.71,151.2,221.6
2018-05-01,66.24,43.36,115.58,42.275,102.07,89.2,58.82,26.8767,151.92,224.08
2018-05-02,65.91,42.24,115.9,44.143,100.37,92.18,57.85,26.31,150.71,221.1
2018-05-03,66.34,42.11,115.43,44.223,100.28,85.37,57.93,25.9833,151.73,226.05
2018-05-04,67.0,42.86,116.67,45.958,100.17,86.37,58.74,26.2767,153.44,228.51
2018-05-07,67.39,42.44,116.14,46.29,99.63,84.69,59.32,26.3767,152.3,230.99
2018-05-08,67.37,43.0,116.8,46.513,99.4,84.69,58.71,26.6633,151.94,234.56
2018-05-09,68.13,41.5,117.99,46.84,101.18,84.72,59.4,26.46,154.62,239.74
2018-05-10,68.86,42.04,118.23,47.51,102.85,85.53,60.56,26.5233,156.54,241.15
2018-05-11,69.45,42.6,119.94,47.148,104.18,86.88,61.26,26.55,157.08,241.88
2018-05-14,69.21,42.46,121.61,47.038,105.89,87.28,62.02,26.39,155.57,238.37
2018-05-15,62.5,43.19,119.92,46.61,104.18,85.67,60.54,26.0467,154.07,236.6
2018-05-16,61.94,44.06,119.03,47.045,105.04,85.99,60.77,26.2533,154.08,237.39
2018-05-17,63.59,43.63,119.79,46.748,105.32,87.07,61.06,26.2733,154.93,236.85
2018-05-18,64.32,43.38,118.32,46.578,105.98,84.77,61.71,26.2233,155.31,238.09
2018-05-21,65.55,44.28,119.15,46.908,106.23,84.34,62.11,26.5333,156.94,238.1
2018-05-22,64.84,42.88,115.33,46.79,106.23,84.51,61.39,26.55,155.33,238.79
2018-05-23,64.53,42.8,123.25,47.09,105.6,83.96,61.84,26.2467,155.31,243.91
2018-05-24,64.12,43.56,125.17,47.038,103.14,84.09,62.51,26.1933,155.59,245.15
2018-05-25,63.15,44.91,124.91,47.145,101.08,85.49,62.37,26.3367,155.99,243.56
2018-05-28,63.15,44.91,124.91,47.145,101.08,85.49,62.37,26.3367,155.99,243.56
2018-05-29,61.85,43.59,123.96,46.975,99.47,82.57,61.3,26.0,153.54,242.19
2018-05-30,62.69,43.3,128.53,46.875,103.01,84.13,62.07,26.3633,156.03,247.4
2018-05-31,61.92,43.54,128.62,46.718,98.94,82.14,61.53,26.15,155.74,249.28
2018-06-01,62.78,44.0,128.34,47.56,98.05,83.34,62.41,26.61,158.89,251.31
2018-06-04,63.38,44.86,129.91,47.958,99.1,84.32,63.02,26.9,159.43,253.34
2018-06-05,63.52,44.18,129.95,48.328,99.24,84.79,63.03,27.0267,159.92,252.7
2018-06-06,65.19,44.19,130.59,48.495,99.98,87.15,63.54,27.2,162.71,253.95
2018-06-07,65.23,43.84,130.05,48.365,99.32,86.6,63.18,27.2133,160.61,247.51
2018-06-08,65.73,43.11,131.71,47.925,100.43,86.09,63.27,28.0967,162.17,251.21
2018-06-11,66.13,44.16,132.73,47.808,99.77,87.28,63.13,27.8267,162.75,251.0
2018-06-12,66.32,43.41,133.64,48.07,98.91,88.04,62.92,27.7133,162.84,252.59
2018-06-13,66.26,42.92,132.68,47.675,97.58,90.66,62.63,27.5167,163.02,256.13
2018-06-14,66.31,43.08,133.5,47.7,98.75,93.35,62.96,27.0433,162.76,258.1
2018-06-15,66.13,42.77,137.16,47.21,99.57,94.85,62.91,26.8367,163.48,251.82
2018-06-18,64.97,42.44,138.24,47.185,98.48,91.57,62.82,26.7933,162.88,255.69
2018-06-19,63.52,41.51,138.3,46.423,98.01,92.17,62.34,26.9067,163.31,251.74
2018-06-20,62.79,42.03,139.16,46.625,98.25,93.23,62.14,27.0167,161.77,251.24
2018-06-21,63.04,41.49,139.5,46.365,95.55,93.21,61.75,26.36,160.03,248.83
2018-06-22,62.79,41.35,138.85,46.23,93.49,93.5,61.94,26.48,159.63,243.63
2018-06-25,61.2,39.68,137.27,45.543,93.05,92.22,60.77,26.61,156.16,239.68
2018-06-26,61.98,39.09,137.07,46.108,92.12,90.39,60.81,26.41,156.86,242.25
2018-06-27,61.14,38.26,134.38,46.04,91.51,89.82,60.49,26.27,155.34,237.68
2018-06-28,61.29,38.2,135.11,46.375,92.43,86.1,61.27,26.42,164.5,239.81
2018-06-29,61.84,37.96,135.7,46.278,92.65,85.27,60.99,26.46,163.59,243.81
2018-07-02,61.47,38.36,134.7,46.795,93.11,85.72,61.0,26.63,163.23,243.26
2018-07-03,61.25,37.75,135.01,45.98,93.61,86.68,60.81,26.76,163.34,242.01
2018-07-04,61.25,37.75,135.01,45.98,93.61,86.68,60.81,26.76,163.34,242.01
2018-07-05,61.8,37.99,135.86,46.35,94.48,87.2,61.33,26.93,164.8,244.18
2018-07-06,62.29,38.09,137.17,46.993,96.92,87.97,62.16,27.28,164.51,248.19
2018-07-09,63.12,39.31,140.95,47.645,97.04,88.25,62.44,27.89,166.13,249.77
2018-07-10,63.67,39.12,140.65,47.588,98.84,88.14,62.81,28.24,166.46,248.63
2018-07-11,62.86,35.96,139.08,46.97,94.96,87.14,62.57,28.04,166.31,248.12
2018-07-12,63.45,36.33,138.79,47.758,95.61,86.8,62.74,28.08,168.03,254.87
2018-07-13,63.38,37.12,139.34,47.833,96.63,87.91,63.06,28.43,168.09,258.59
2018-07-16,62.72,37.28,139.67,47.728,96.25,86.9,61.78,28.53,167.64,254.68
2018-07-17,63.04,37.38,140.28,47.863,95.41,86.82,62.8,28.36,168.07,258.31
2018-07-18,62.99,38.37,139.97,47.6,94.4,86.33,64.75,28.95,166.38,259.78
2018-07-19,64.15,38.13,143.37,47.97,89.95,85.56,63.78,29.01,166.89,257.68
2018-07-20,63.85,37.88,142.67,47.86,88.91,84.7,63.32,29.05,166.52,257.54
2018-07-23,63.72,38.04,144.66,47.903,89.4,84.75,63.2,29.04,165.96,259.47
2018-07-24,64.79,37.45,139.99,48.25,91.54,83.93,64.4,29.13,165.17,257.49
2018-07-25,65.96,38.19,140.47,48.705,93.12,84.77,65.23,29.5,167.08,263.17
2018-07-26,66.75,40.02,141.78,48.553,93.94,83.24,65.66,30.0,165.17,261.93
2018-07-27,65.75,39.69,139.85,47.745,90.56,82.92,65.26,30.14,162.02,254.81
2018-07-30,64.63,38.97,140.68,47.478,91.45,82.91,65.17,30.34,159.42,242.32
2018-07-31,66.04,39.54,141.23,47.573,92.23,81.83,65.54,30.56,159.33,244.68
2018-08-01,64.98,38.14,139.75,50.375,93.91,79.49,64.78,30.06,159.71,248.01
2018-08-02,65.29,37.93,143.26,51.848,95.12,78.98,64.58,30.04,160.15,252.22
2018-08-03,65.73,38.42,144.68,51.998,96.53,80.97,65.23,29.96,160.37,253.28
2018-08-06,66.51,38.41,145.1,52.268,97.06,82.14,65.24,30.11,160.58,254.11
2018-08-07,67.66,38.26,145.16,51.778,94.06,83.44,64.74,30.21,161.2,253.39
2018-08-08,67.38,38.38,146.41,51.813,93.73,82.66,64.84,30.3,161.14,253.83
2018-08-09,66.69,37.92,147.79,52.22,95.47,83.24,64.64,30.34,160.64,253.8
2018-08-10,66.26,37.26,146.35,51.883,95.8,81.98,64.03,30.22,160.68,253.7
2018-08-13,65.94,36.79,144.84,52.218,96.78,83.06,63.43,30.1,160.23,253.54
2018-08-14,66.75,37.09,156.13,52.438,95.92,84.43,63.63,30.27,161.24,256.05
2018-08-15,64.73,37.44,158.03,52.56,97.45,85.12,63.47,30.26,160.41,250.52
2018-08-16,65.5,38.16,159.49,53.33,98.22,86.82,64.16,30.45,162.89,248.89
2018-08-17,64.66,37.79,159.72,54.395,98.81,87.72,64.72,30.63,164.89,245.7
2018-08-20,64.47,39.99,160.84,53.865,97.63,88.27,64.64,30.54,165.12,249.76
2018-08-21,64.93,40.33,160.15,53.76,97.74,87.99,64.75,30.73,164.61,251.5
2018-08-22,65.65,39.19,160.73,53.763,97.64,88.15,65.67,30.33,164.92,255.54
2018-08-23,65.69,38.83,163.26,53.873,97.15,88.28,65.83,30.58,165.2,257.0
2018-08-24,65.98,38.82,164.36,54.04,97.4,88.33,66.1,30.87,165.88,261.51
2018-08-27,66.08,39.52,161.98,54.485,98.02,88.46,66.84,31.14,166.87,262.4
2018-08-28,66.69,40.69,162.1,54.925,97.26,88.87,66.79,30.89,167.67,263.04
2018-08-29,67.01,40.5,163.56,55.745,97.58,89.26,67.13,30.87,169.77,268.36
2018-08-30,67.26,40.4,161.8,56.258,96.79,90.06,67.02,30.6,168.63,266.43
2018-08-31,67.54,40.48,164.03,56.908,95.98,89.97,66.84,30.57,169.07,263.51
2018-09-03,67.54,40.48,164.03,56.908,95.98,89.97,66.84,30.57,169.07,263.51
2018-09-04,67.27,40.77,169.48,57.09,94.56,89.17,67.11,30.59,169.5,266.68
2018-09-05,66.96,39.67,167.0,56.718,95.19,89.44,66.0,30.59,168.64,256.14
2018-09-06,67.36,38.48,167.22,55.775,93.74,88.38,65.83,30.36,169.36,259.75
2018-09-07,67.4,38.43,167.28,55.325,94.17,88.64,66.21,30.28,169.07,260.87
2018-09-10,67.93,39.43,166.93,54.583,93.82,88.33,66.55,30.08,169.55,265.37
2018-09-11,67.62,40.18,167.24,55.963,93.18,84.1,66.6,30.23,170.69,267.0
2018-09-12,67.91,39.26,167.1,55.268,93.24,85.21,66.97,30.0,170.35,267.79
2018-09-13,69.33,39.48,166.73,56.603,96.33,85.93,68.5,30.35,172.07,268.52
2018-09-14,68.85,39.74,165.45,55.96,95.68,85.84,68.42,30.4,171.64,274.69
2018-09-17,69.08,40.32,163.5,54.47,95.37,86.76,67.67,30.18,171.04,268.25
2018-09-18,68.93,40.79,167.65,54.56,92.61,87.33,68.41,30.24,172.41,270.79
2018-09-19,69.56,41.6,169.6,54.593,91.02,89.39,68.5,30.15,173.14,264.88
2018-09-20,71.13,41.89,169.55,55.008,92.68,91.06,68.79,30.22,174.13,266.34
2018-09-21,70.72,43.6,168.44,54.415,92.26,90.13,69.05,30.2,174.19,260.88
2018-09-24,69.95,41.98,167.65,55.198,93.42,89.57,71.44,29.91,172.63,264.09
2018-09-25,70.38,40.81,167.32,55.548,93.78,89.52,72.2,29.65,172.82,267.84
2018-09-26,70.33,41.04,169.33,55.105,94.18,90.31,72.84,29.53,172.97,268.47
2018-09-27,70.8,41.5,169.79,56.238,94.14,91.15,73.02,29.59,170.05,269.91
2018-09-28,70.54,41.33,168.33,56.435,94.58,92.22,73.36,29.81,170.2,269.95
2018-10-01,71.26,39.61,169.6,56.815,95.0,92.79,74.12,29.31,173.51,275.49
2018-10-02,71.68,38.5,168.4,57.32,94.23,91.4,73.81,29.44,173.15,272.0
2018-10-03,72.12,38.8,167.6,58.018,96.01,91.03,72.04,29.29,174.14,270.51
2018-10-04,70.66,37.92,165.71,56.998,93.84,91.04,71.82,28.94,171.86,263.71
2018-10-05,70.3,36.44,165.83,56.073,94.38,90.58,71.58,28.71,171.23,263.22
2018-10-08,69.5,35.9,168.36,55.943,94.81,91.29,71.44,28.85,169.9,254.69
2018-10-09,69.41,33.55,168.89,56.718,94.57,90.92,71.29,28.87,168.8,254.16
2018-10-10,66.67,31.61,163.17,54.09,93.08,90.84,68.92,28.09,161.74,237.91
2018-10-11,64.89,31.27,161.04,53.613,90.7,87.31,68.38,27.32,156.0,238.59
2018-10-12,66.24,30.91,165.12,55.528,90.69,88.48,69.33,27.2,159.44,248.87
2018-10-15,65.63,31.78,166.93,54.34,89.18,89.54,68.7,27.36,157.92,238.01
2018-10-16,67.46,33.28,168.37,55.538,91.91,92.57,70.95,27.92,161.2,260.67
2018-10-17,67.2,33.57,159.58,55.298,92.27,93.76,70.23,28.05,158.9,258.91
2018-10-18,65.75,32.06,162.19,54.005,89.9,93.38,68.14,27.62,156.2,250.35
2018-10-19,64.47,32.04,164.33,54.828,87.97,92.8,67.59,27.71,158.28,245.03
2018-10-22,64.28,32.16,164.77,55.163,84.27,90.22,68.52,27.4,159.55,251.06
2018-10-23,62.73,32.38,163.97,55.683,82.96,90.28,68.57,26.96,158.09,251.76
2018-10-24,61.13,30.34,159.18,53.773,79.41,84.49,66.94,26.16,153.12,238.44
2018-10-25,62.61,32.37,163.17,54.95,81.73,85.72,67.67,26.57,156.92,252.92
2018-10-26,62.73,32.46,164.55,54.075,80.79,84.72,66.99,26.7,154.45,245.8
2018-10-29,62.08,32.6,164.87,53.06,81.36,85.99,67.31,26.77,152.74,239.75
2018-10-30,63.64,34.66,164.97,53.325,81.59,87.61,68.0,27.64,154.62,238.41
2018-10-31,64.79,35.08,159.76,54.715,77.85,88.0,68.94,28.37,157.62,245.76
2018-11-01,65.22,36.37,163.51,55.555,80.21,90.92,70.15,28.69,158.58,245.28
2018-11-02,65.93,36.33,165.0,51.87,79.56,88.57,70.19,28.03,157.39,239.64
2018-11-05,65.91,35.72,165.11,50.398,82.58,88.56,70.39,27.83,158.6,239.89
2018-11-06,65.98,35.17,168.09,50.943,83.66,84.0,70.96,27.88,159.42,240.56
2018-11-07,68.26,36.97,170.51,52.488,86.96,86.54,72.5,28.16,163.87,253.43
2018-11-08,67.79,36.86,172.45,52.123,87.73,89.17,72.96,28.35,164.5,249.96
2018-11-09,67.27,36.22,171.18,51.118,88.79,88.86,72.79,28.35,165.15,244.84
2018-11-12,64.5,36.86,167.06,48.543,89.69,89.92,70.56,28.01,162.44,236.67
2018-11-13,64.34,37.78,184.72,48.058,88.22,91.31,69.49,28.15,161.45,238.74
2018-11-14,63.47,38.11,177.68,46.7,88.31,89.58,69.41,27.89,160.29,235.22
2018-11-15,64.72,37.82,179.05,47.853,90.14,89.15,70.73,28.3,162.49,239.95
2018-11-16,64.99,36.75,179.21,48.383,91.53,88.75,72.04,28.26,165.0,238.89
2018-11-19,62.61,35.82,177.75,46.465,89.48,90.82,70.54,28.25,162.77,219.69
2018-11-20,67.52,35.59,171.53,44.245,88.09,88.87,69.06,27.92,158.9,219.73
2018-11-21,67.72,36.31,174.67,44.195,86.15,87.43,68.53,28.0,156.98,225.98
2018-11-22,67.72,36.31,174.67,44.195,86.15,87.43,68.53,28.0,156.98,225.98
2018-11-23,68.21,37.95,177.24,43.073,85.63,87.66,68.11,28.0,156.93,225.56
2018-11-26,69.25,38.1,177.72,43.655,86.24,88.94,68.81,28.16,158.4,231.96
2018-11-27,69.36,38.29,179.27,43.56,87.68,89.63,69.71,27.87,159.11,232.25
2018-11-28,71.48,38.94,178.95,45.235,88.94,91.24,72.83,28.45,162.21,249.21
2018-11-29,71.57,38.42,177.67,44.888,89.91,90.5,73.26,28.38,161.07,249.09
2018-11-30,72.35,40.16,177.71,44.645,94.27,88.9,74.05,28.62,164.52,250.89
2018-12-03,74.67,39.65,177.89,46.205,93.66,89.02,74.27,28.39,166.82,255.26
2018-12-04,72.91,36.69,178.19,44.173,90.55,87.61,71.5,27.94,164.21,245.82
2018-12-05,72.91,36.69,178.19,44.173,90.55,87.61,71.5,27.94,164.21,245.82
2018-12-06,71.91,36.94,175.76,43.68,90.33,85.98,71.54,27.75,159.25,250.63
2018-12-07,70.25,33.57,167.59,42.123,86.96,84.32,69.95,27.74,157.45,238.0
2018-12-10,70.59,33.84,166.17,42.4,87.61,83.55,70.92,27.57,157.72,244.09
2018-12-11,71.05,34.1,165.8,42.158,88.17,82.48,71.84,27.24,158.3,245.34
2018-12-12,71.75,34.35,166.98,42.275,88.6,83.22,72.53,27.18,158.62,245.55
2018-12-13,71.14,32.46,166.29,42.738,87.71,81.89,72.18,27.05,160.25,248.08
2018-12-14,69.36,32.41,163.78,41.37,85.61,78.97,70.76,26.86,155.53,230.0
2018-12-17,67.85,32.04,158.84,40.985,84.93,77.0,69.75,26.41,151.67,221.38
2018-12-18,67.99,33.54,158.24,41.518,83.58,76.24,70.08,26.79,152.14,226.18
2018-12-19,66.83,32.42,156.12,40.223,83.52,76.31,69.0,26.41,150.96,224.65
2018-12-20,65.19,31.89,152.5,39.208,85.37,73.22,68.38,25.9,143.5,218.65
2018-12-21,63.29,30.78,151.41,37.683,84.92,71.98,67.27,25.55,137.2,208.8
2018-12-24,62.67,29.72,148.92,36.708,84.16,70.76,65.56,24.8,133.67,205.16
2018-12-25,62.67,29.72,148.92,36.708,84.16,70.76,65.56,24.8,133.67,205.16
2018-12-26,65.54,32.29,155.03,39.293,89.04,73.04,69.62,25.92,139.01,222.95
2018-12-27,66.48,32.04,154.69,39.038,89.91,73.53,70.63,26.54,140.41,225.14
2018-12-28,65.96,31.83,155.46,39.058,91.12,73.96,71.09,26.39,139.82,223.13
2018-12-31,67.46,32.11,157.46,39.435,92.19,74.4,72.33,26.72,141.01,226.24
